global_window_id,source_segment,output_file,label,local_window_id,start_idx,end_idx_exclusive,end_idx_inclusive,num_samples,start_time_ms,end_time_ms,sampling_rate_hz,window_size,window_duration_sec,overlap_ratio,step_size,step_duration_sec,status,reason
80,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_080.csv,healthy,80,25600,26112,26111,512,51290.062,52312.062,500,512,1.024,0.5,320,0.64,KEPT,valid
81,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_081.csv,healthy,81,25920,26432,26431,512,51930.062,52952.062,500,512,1.024,0.5,320,0.64,KEPT,valid
82,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_082.csv,healthy,82,26240,26752,26751,512,52570.062,53592.062,500,512,1.024,0.5,320,0.64,KEPT,valid
83,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_083.csv,healthy,83,26560,27072,27071,512,53210.062,54232.062,500,512,1.024,0.5,320,0.64,KEPT,valid
84,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_084.csv,healthy,84,26880,27392,27391,512,53850.063,54872.062,500,512,1.024,0.5,320,0.64,KEPT,valid
85,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_085.csv,healthy,85,27200,27712,27711,512,54490.062,55512.062,500,512,1.024,0.5,320,0.64,KEPT,valid
86,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_086.csv,healthy,86,27520,28032,28031,512,55130.062,56152.062,500,512,1.024,0.5,320,0.64,KEPT,valid
87,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_087.csv,healthy,87,27840,28352,28351,512,55770.062,56792.062,500,512,1.024,0.5,320,0.64,KEPT,valid
88,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_088.csv,healthy,88,28160,28672,28671,512,56410.062,57432.062,500,512,1.024,0.5,320,0.64,KEPT,valid
89,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_089.csv,healthy,89,28480,28992,28991,512,57050.062,58072.063,500,512,1.024,0.5,320,0.64,KEPT,valid
90,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_090.csv,healthy,90,28800,29312,29311,512,57690.062,58712.062,500,512,1.024,0.5,320,0.64,KEPT,valid
91,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_091.csv,healthy,91,29120,29632,29631,512,58330.062,59352.062,500,512,1.024,0.5,320,0.64,KEPT,valid
92,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_092.csv,healthy,92,29440,29952,29951,512,58970.062,59992.062,500,512,1.024,0.5,320,0.64,KEPT,valid
93,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_093.csv,healthy,93,29760,30272,30271,512,59610.062,60632.062,500,512,1.024,0.5,320,0.64,KEPT,valid
94,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_094.csv,healthy,94,30080,30592,30591,512,60250.062,61272.062,500,512,1.024,0.5,320,0.64,KEPT,valid
95,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_095.csv,healthy,95,30400,30912,30911,512,60890.062,61912.062,500,512,1.024,0.5,320,0.64,KEPT,valid
96,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_096.csv,healthy,96,30720,31232,31231,512,61530.063,62552.063,500,512,1.024,0.5,320,0.64,KEPT,valid
97,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_097.csv,healthy,97,31040,31552,31551,512,62170.063,63192.062,500,512,1.024,0.5,320,0.64,KEPT,valid
98,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_098.csv,healthy,98,31360,31872,31871,512,62810.062,63832.062,500,512,1.024,0.5,320,0.64,KEPT,valid
99,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_099.csv,healthy,99,31680,32192,32191,512,63450.062,64472.062,500,512,1.024,0.5,320,0.64,KEPT,valid
100,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_100.csv,healthy,100,32000,32512,32511,512,64090.062,65112.063,500,512,1.024,0.5,320,0.64,KEPT,valid
101,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_101.csv,healthy,101,32320,32832,32831,512,64730.062,65752.062,500,512,1.024,0.5,320,0.64,KEPT,valid
102,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_102.csv,healthy,102,32640,33152,33151,512,65370.062,66392.062,500,512,1.024,0.5,320,0.64,KEPT,valid
103,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_103.csv,healthy,103,32960,33472,33471,512,66010.062,67032.062,500,512,1.024,0.5,320,0.64,KEPT,valid
104,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_104.csv,healthy,104,33280,33792,33791,512,66650.062,67672.062,500,512,1.024,0.5,320,0.64,KEPT,valid
105,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_105.csv,healthy,105,33600,34112,34111,512,67290.062,68312.062,500,512,1.024,0.5,320,0.64,KEPT,valid
106,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_106.csv,healthy,106,33920,34432,34431,512,67930.062,68952.063,500,512,1.024,0.5,320,0.64,KEPT,valid
107,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_107.csv,healthy,107,34240,34752,34751,512,68570.062,69592.062,500,512,1.024,0.5,320,0.64,KEPT,valid
108,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_108.csv,healthy,108,34560,35072,35071,512,69210.062,70232.063,500,512,1.024,0.5,320,0.64,KEPT,valid
109,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_109.csv,healthy,109,34880,35392,35391,512,69850.062,70872.062,500,512,1.024,0.5,320,0.64,KEPT,valid
110,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_110.csv,healthy,110,35200,35712,35711,512,70490.062,71512.062,500,512,1.024,0.5,320,0.64,KEPT,valid
111,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_111.csv,healthy,111,35520,36032,36031,512,71130.062,72152.062,500,512,1.024,0.5,320,0.64,KEPT,valid
112,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_112.csv,healthy,112,35840,36352,36351,512,71770.062,72792.062,500,512,1.024,0.5,320,0.64,KEPT,valid
113,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_113.csv,healthy,113,36160,36672,36671,512,72410.062,73432.062,500,512,1.024,0.5,320,0.64,KEPT,valid
114,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_114.csv,healthy,114,36480,36992,36991,512,73050.062,74072.062,500,512,1.024,0.5,320,0.64,KEPT,valid
115,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_115.csv,healthy,115,36800,37312,37311,512,73690.062,74712.062,500,512,1.024,0.5,320,0.64,KEPT,valid
116,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_116.csv,healthy,116,37120,37632,37631,512,74330.062,75352.062,500,512,1.024,0.5,320,0.64,KEPT,valid
117,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_117.csv,healthy,117,37440,37952,37951,512,74970.062,75992.062,500,512,1.024,0.5,320,0.64,KEPT,valid
118,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_118.csv,healthy,118,37760,38272,38271,512,75610.062,76632.062,500,512,1.024,0.5,320,0.64,KEPT,valid
119,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_119.csv,healthy,119,38080,38592,38591,512,76250.062,77272.062,500,512,1.024,0.5,320,0.64,KEPT,valid
120,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_120.csv,healthy,120,38400,38912,38911,512,76890.063,77912.062,500,512,1.024,0.5,320,0.64,KEPT,valid
121,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_121.csv,healthy,121,38720,39232,39231,512,77530.062,78552.062,500,512,1.024,0.5,320,0.64,KEPT,valid
122,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_122.csv,healthy,122,39040,39552,39551,512,78170.062,79192.062,500,512,1.024,0.5,320,0.64,KEPT,valid
123,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_123.csv,healthy,123,39360,39872,39871,512,78810.062,79832.062,500,512,1.024,0.5,320,0.64,KEPT,valid
124,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_124.csv,healthy,124,39680,40192,40191,512,79450.062,80472.062,500,512,1.024,0.5,320,0.64,KEPT,valid
125,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_125.csv,healthy,125,40000,40512,40511,512,80090.062,81112.062,500,512,1.024,0.5,320,0.64,KEPT,valid
126,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_126.csv,healthy,126,40320,40832,40831,512,80730.063,81752.062,500,512,1.024,0.5,320,0.64,KEPT,valid
127,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_127.csv,healthy,127,40640,41152,41151,512,81370.062,82392.062,500,512,1.024,0.5,320,0.64,KEPT,valid
128,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_128.csv,healthy,128,40960,41472,41471,512,82010.062,83032.062,500,512,1.024,0.5,320,0.64,KEPT,valid
129,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_129.csv,healthy,129,41280,41792,41791,512,82650.063,83672.062,500,512,1.024,0.5,320,0.64,KEPT,valid
130,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_130.csv,healthy,130,41600,42112,42111,512,83290.062,84312.063,500,512,1.024,0.5,320,0.64,KEPT,valid
131,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_131.csv,healthy,131,41920,42432,42431,512,83930.062,84952.062,500,512,1.024,0.5,320,0.64,KEPT,valid
132,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_132.csv,healthy,132,42240,42752,42751,512,84570.062,85592.063,500,512,1.024,0.5,320,0.64,KEPT,valid
133,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_133.csv,healthy,133,42560,43072,43071,512,85210.062,86232.062,500,512,1.024,0.5,320,0.64,KEPT,valid
134,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_134.csv,healthy,134,42880,43392,43391,512,85850.063,86872.062,500,512,1.024,0.5,320,0.64,KEPT,valid
135,D:\T_P\Edge-AI DC Fan Conditions Classification\real_segments\healthy\arduino_serial_data_healthy_segment_000.csv,D:\T_P\Edge-AI DC Fan Conditions Classification\real_windows\healthy\arduino_serial_data_healthy_segment_000_window_135.csv,healthy,135,43200,43712,43711,512,86490.062,87512.062,500,512,1.024,0.5,320,0.64,KEPT,valid
